Frame,X position (pixels),Y position (pixels),Intensity,Fit Radius
634,153.81,137.06,9575,0.36886
634,168.77,142.63,6361.8,1.0768
634,48.739,145.66,8028.8,0.66592
634,112.51,150.79,6906.1,0.7828
634,139.68,185.5,7043.3,1.1038
634,105.05,112.43,7013.4,0.78211
634,152.17,144.89,10830,0.44658
634,181.1,155.59,6544.9,2.1342
634,128.16,60.557,11924,2.6823
634,138.69,125.41,6426.3,1.998
634,154.3,137.57,13871,0.84109
635,151.14,47.276,11319,1.2554
635,113.84,74.765,19103,2.0073
635,187.74,112.88,14146,1.9843
635,168.88,116.17,11600,1.4264
635,118.7,125.29,12555,0.99966
635,187.36,131.76,8975.5,1.2321
635,84.703,136.92,7574.3,1.1748
635,167.67,161.56,12927,1.1466
635,175.46,165.18,10337,1.1066
635,160.63,75.293,8214.6,1.0393
635,172.98,83.514,7529.1,0.9867
635,134.6,91.225,9546.4,0.8411
635,181.68,95.151,8622.8,0.86823
635,152.84,107.48,15079,1.064
635,122.67,123.97,11287,1.4262
635,163.49,127.36,18399,0.54938
635,153.69,137.23,12152,1.3809
635,145.82,138.3,16569,0.81228
635,180.65,156.07,15479,0.87996
635,139.62,185.67,20615,0.84598
635,168.95,88.558,7055.9,1.0362
635,177.42,161.33,10517,0.85468
635,184.7,86.134,15972,2.6567
635,140.11,98.775,9964.9,1.09
635,158.88,115.04,9280.5,1.6158
635,175.09,127.78,8750.4,1.6625
635,179.41,140.72,17432,2.4675
635,144.38,145.35,14709,2.5564
635,134.87,162.38,9747.4,1.7433
635,188.63,136.54,7045.8,1.5857
635,157.62,57.659,6671.7,0.9373
635,199.78,98.444,8760.1,1.4218
635,194.21,99.731,7391.5,1.0306
635,139.89,125.17,9270,1.4274
635,184.5,98.626,11316,0.5108
635,141.34,77.96,8375.9,2.6251
635,182.26,96.89,10233,2.5149
635,97.647,142.09,7815.8,2.073
636,164.65,72.969,9376.8,0.95952
636,173.1,83.823,8455.7,0.8579
636,134.61,90.984,6684.4,0.92398
636,159.36,99.196,9046.2,0.79855
636,108.76,106.74,14710,1.4773
636,169.14,115.01,16750,1.6383
636,177.73,142.03,16090,0.90742
636,144.52,146.3,9972,0.7857
636,167.92,161.48,9451.9,0.79615
636,119.44,185.04,11501,1.5105
636,151.21,47.01,24628,1.1456
636,199.92,98.676,9423.3,1.004
636,189.01,102.39,7385,0.81374
636,116.4,107.24,7456,0.85489
636,153.15,106.93,9875.7,0.55355
636,146.47,108.31,9514.1,1.1181
636,101.58,117.15,8053.6,1.065
636,118.73,124.73,16011,1.2991
636,159.74,125.29,9027.3,0.95538
636,159.5,131.75,9501.4,0.92995
636,187.5,131.98,8706.3,0.73967
636,153.86,136.64,13753,0.84515
636,129.03,140.46,10320,0.73206
636,127.8,145.36,7940,1.0242
636,152.6,144.68,11846,0.78319
636,48.689,145.56,8046,0.90407
636,177.49,161.7,12011,0.81763
636,169.35,74.227,7348.8,0.85458
636,163.69,127.32,10742,0.7595
636,175.4,165.16,13078,1.2544
636,84.16,49.586,8575.4,2.0793
636,113.53,74.722,11140,1.7622
636,185.04,86.054,13841,2.2296
636,154.94,87.757,8308.3,1.9468
636,188.31,112.36,13719,2.3232
636,159.29,113.11,13883,2.5595
636,73.326,140.77,8703.6,1.1163
636,101.61,208.42,6619.2,1.0978
636,157.54,56.811,5285.5,0.89235
636,140.54,99.141,7369,1.6135
636,93.123,106.59,5562.8,0.56761
636,153.25,169.03,6147.1,0.95112
636,230.82,240.77,4877.7,1.1569
636,139.71,103.76,10669,1.7709
636,197.82,104.01,9091.7,1.6136
636,126.85,60.911,8041.5,2.4118
636,98.218,141.7,11469,2.9075
636,176.52,163.35,18254,2.4921
636,172.66,107.07,9573.2,2.9168
636,180.74,139.61,10624,2.1973
637,128.77,140.48,9399.9,1.1134
637,150.79,46.943,9821,1.3159
637,126.61,52.648,9007.9,1.5288
637,93.29,106.69,6605.3,0.82195
637,153,107.2,9086.9,1.0609
637,187.23,114.17,8528.4,1.4559
637,168.94,114.73,16401,1.2526
637,118.38,125.66,18104,1.7236
637,185.02,160.15,7826.2,1.2974
637,175.58,165.24,12184,1.4273
637,101.03,208.36,9687,1.4025
637,140.27,100.32,13113,1.7684
637,158,57.076,6598.6,0.96712
637,211.06,120.29,7817.2,0.81617
637,163.44,127.51,12672,1.0416
637,153.51,136.45,11086,0.58351
637,181.22,140.4,8160.8,1.1065
637,119.05,160.57,9608.8,0.88904
637,119.69,185.24,22620,0.80088
637,83.543,49.527,7695.7,1.3582
637,113.71,74.497,10081,1.8256
637,183.81,86.429,15140,2.4181
637,73.404,140.9,8845.2,2.0361
637,144.73,145.7,12868,2.6201
637,115.16,149.37,11344,1.4099
637,156.88,100.4,9815.8,2.0529
637,139.25,148.18,7524.1,1.506
637,189.21,102.76,12211,0.77328
637,122.79,124.78,4997,0.32986
637,192.07,30.763,4913.6,1.7554
637,140.96,64.691,6975.6,0.62757
637,119.65,83.244,7132.8,1.0279
637,169.22,88.405,7257.2,1.3698
637,102.06,117.42,8812.1,1.0234
637,177.25,147.07,6365.8,0.51548
637,129.61,135.64,6539.2,1.3419
637,177.5,161.29,7182.4,1.1125
637,127.6,146.59,12166,2.9897
637,40.997,157.94,9973,2.8532
638,169.18,114.96,16980,1.4702
638,118.33,126.84,15428,1.0257
638,100.85,208.3,7992.2,1.4047
638,151.28,47.22,9721.2,1.2444
638,168.79,87.935,7490.1,1.0368
638,184.04,98.402,6631.8,0.33905
638,189.28,102.7,10476,0.87384
638,146.38,108.01,10521,1.1072
638,122.75,124.2,9958.9,0.63379
638,163.14,127.37,11839,0.74405
638,159.21,131.51,12030,0.9346
638,153.46,137.4,8166.3,1.0298
638,177.2,147.4,11350,0.92225
638,126.03,156.55,11526,1.0447
638,185.44,160.46,9570.5,1.1587
638,119.12,160.44,12004,0.71187
638,152,163.89,8520.3,0.77664
638,106.83,204.22,8090.4,1.2637
638,113.6,74.589,14197,1.8168
638,183.58,86.577,11980,2.205
638,157.57,100.65,9771.4,1.9699
638,187.07,132.29,9150.4,1.4401
638,74.025,141.28,5645.2,1.2184
638,144.81,145.08,12275,1.6172
638,150.55,172.74,9566.8,2.1815
638,140.62,148.87,9627,1.3326
638,119.78,82.825,4415.7,0.32956
638,128.92,140.09,9256.1,1.3739
638,157.37,57.225,5602.7,0.87183
638,139.66,65.061,10306,2.4776
638,140.54,76.384,7197.5,0.48904
638,134.55,89.807,9148.9,1.335
638,140.67,99.17,8700.2,0.74722
638,108.35,106.82,7409.2,1.2099
638,207.55,124.91,7382.2,0.77706
638,175.3,164.67,8086.5,1.4019
638,119.89,185.04,5987.9,1.1235
638,139.35,85.949,6929.4,1.324
638,163.67,135.51,8955.6,0.90657
638,188.06,111.66,15038,2.942
639,136.1,161.43,10815,1.4293
639,151.41,47.225,14000,1.2252
639,113.83,74.932,19778,1.3925
639,140.48,99.603,13266,0.95142
639,169.09,115.15,20723,1.4097
639,36.114,157.57,16593,0.93207
639,164.33,28.288,5442.3,1.0112
639,174.88,54.067,7365.8,1.0142
639,119.64,83.16,10286,0.99237
639,146.59,107.68,8261.1,0.79465
639,163.17,127.48,13380,0.91864
639,163.3,135.18,12680,0.91983
639,176.82,147.03,8812.9,0.98406
639,184.9,160.05,7301.1,0.55207
639,175.49,164.95,14133,1.3504
639,159.05,131.49,9205.2,0.90564
639,140.51,65.08,13466,2.2276
639,184.64,85.924,8098,1.6622
639,135.32,91.261,7823,1.5876
639,119.66,95.821,7013.5,1.5129
639,188.33,112.38,17447,2.4078
639,187.2,132.66,9064.7,1.3562
639,150.33,172.38,10424,1.676
639,101.35,208.49,7498.2,1.2925
639,117.66,120.93,7628.5,0.38651
639,118.52,125.38,7996.4,0.81224
639,118.76,160.66,7817.9,0.96512
639,169.62,87.891,6367.5,1.1231
639,211.39,119.84,5445,0.76865
639,94.067,131.06,5671.7,0.74328
639,126.22,156.6,8742,1.1124
639,84.328,184.28,7063.4,1.0694
639,82.644,214.83,13027,2.7272
639,85.058,48.061,7106.4,2.4152
639,118.55,123.09,12253,2.8657
639,129.22,124.08,8470.4,2.5157
639,41.217,157.61,9001.1,2.6797
640,169,115.24,11860,1.1942
640,118.07,120.91,14931,0.76612
640,175.13,53.938,10257,1.1175
640,113.92,74.83,19841,1.373
640,140.51,99.152,15743,1.0202
640,150.91,171.84,8265.3,1.108
640,130.43,139.76,11075,2.2482
640,189.09,102.89,8741.9,0.97104
640,163.35,127.17,13540,0.7414
640,158.49,131.44,11453,0.93533
640,163.16,135.07,14796,1.0109
640,171.46,136.59,8212.9,1.0504
640,179.24,155.06,19854,0.80865
640,125.96,156.84,23240,1.161
640,35.832,157.52,15335,0.71667
640,184.87,160.5,8553.1,1.1899
640,119.29,160.6,10722,0.78228
640,175.83,164.29,23836,1.3054
640,150.81,46.346,6493.6,1.3235
640,140.82,64.548,10761,1.7024
640,168.9,87.723,10475,1.3716
640,188.17,111.15,20404,2.4545
640,130.58,124.9,8148.4,1.7366
640,134.71,90.735,4442.4,2.9006
640,99.103,94.041,6885.3,1.3963
640,158.22,99.492,6586.3,1.2259
640,132.75,137.99,8643.5,1.0109
640,144.04,146.64,8995.8,1.028
640,84.355,183.96,6430.3,1.0675
640,119.56,83.264,5779.8,0.97966
640,139.68,102.51,7640.7,0.87341
640,105.07,84.995,8220.7,2.3294
640,118.05,124.69,8851.8,1.1891
641,169.18,114.6,19889,1.2047
641,140.7,64.885,14504,1.9066
641,113.87,74.871,22748,1.6459
641,188.41,111.68,15503,1.7458
641,163.08,135.16,14408,1.0997
641,134.29,157.41,10348,1.3697
641,175.82,164.29,14770,1.9885
641,119.62,184.84,16496,0.66953
641,175.04,26.17,6325.2,0.95995
641,195.49,94.359,10502,1.4981
641,113.54,96.115,17786,0.95978
641,158.84,99.221,10640,1.015
641,146.31,107.88,7988,1.0131
641,163.45,127.3,13404,0.72455
641,171.29,136.38,7753.9,0.89127
641,149.46,140.07,9451.3,1.1766
641,138.2,147.54,8918.4,0.612
641,176.95,147,9320.7,0.93312
641,118.55,150.13,15518,1.0337
641,166.47,158.88,21250,0.86516
641,119.54,160.43,13073,1.0063
641,184.77,160.15,10036,1.0322
641,60.839,164.11,10781,0.95778
641,130.32,170.5,14997,0.90766
641,140.58,100.7,14072,1.5049
641,96.15,142.32,13888,1.9908
641,146.45,144.87,16971,2.8809
641,179.06,155.43,10205,0.81249
641,113.65,171.52,7819.9,1.536
641,151.76,150.77,8513,0.83622
641,189.14,102.81,15843,0.78975
641,160.05,122.2,7106.7,0.8626
641,136.02,139.55,7942.1,0.39364
641,150.67,46.235,7571.5,0.83572
641,157.76,57.443,7704.2,0.58241
641,148.21,76.261,5936.9,0.51871
641,119.37,83.22,6129.3,0.86379
641,83.683,183.37,6585.4,1.6692
642,114.09,74.633,18725,1.3089
642,140.07,101.3,13570,1.6075
642,96.449,142.2,21922,1.8332
642,169.26,88.444,10246,0.68732
642,195.2,98.838,11051,1.0393
642,168.27,99.703,8985.4,0.8463
642,189.23,102.5,9113.8,0.83908
642,169.17,114.94,19496,1.4021
642,118.32,125.18,12878,1.1624
642,163.54,127.61,10501,0.80549
642,163.24,135.23,16254,1.1422
642,136.63,140.05,9578.2,0.90555
642,118.23,149.82,27829,0.9818
642,78.182,151.62,15648,1.0257
642,166.41,158.97,32148,0.92258
642,119.94,160.98,24449,1.0247
642,119.72,185.22,12722,0.83832
642,195.54,93.804,7094,1.089
642,184.32,41.907,6648.2,1.4246
642,84.262,49.201,8983.9,1.7775
642,174.83,54.628,11917,2.2444
642,119.37,83.227,9634.3,1.5258
642,179.96,86.221,13274,2.3322
642,186.99,112.97,9583.3,1.2695
642,151.02,171.85,6859.7,0.87512
642,159.89,84.517,6461.5,1.0283
642,134.65,91.766,7001.5,1.0138
642,98.536,98.993,6289.7,1.229
642,151.95,163.65,7740.4,0.72338
642,199.69,100.23,6764.9,0.88237
643,113.94,75.049,21457,1.6676
643,151.05,87.605,7829.8,1.1289
643,169.49,88.138,9434.5,0.98539
643,139.9,102.11,23802,1.3799
643,189.09,102.58,9247.1,0.84212
643,162.77,135.71,15384,1.6323
643,129.8,140.11,9786.2,0.93334
643,96.391,141.94,21300,1.9889
643,78.3,151.58,12896,1.5922
643,151.13,171.82,8842.5,1.2137
643,167.95,115.18,15075,1.933
643,113.17,107.76,17373,1.0199
643,146.46,108.35,10693,0.76212
643,144.74,146.44,9156,0.93029
643,166.37,158.95,25965,0.89785
643,185.18,160.12,9954.7,0.96956
643,120.12,161.01,32373,0.90145
643,130.36,170.36,10851,0.71884
643,129.58,175.77,8373,0.88013
643,119.64,185.11,24519,0.91505
643,139.86,65.096,10977,2.5339
643,196.12,98.696,9646.5,1.7355
643,153.71,106.7,12732,1.8731
643,187.36,112.95,6869.8,0.95289
643,171.62,136.52,7989.4,1.3909
643,163.48,150.49,10462,2.0801
643,175.81,164.49,14941,1.6964
643,163.18,127.28,14544,0.71247
643,118.17,149.74,7888.6,1.189
643,144.73,151.79,5453.5,0.39684
643,130.07,77.16,5044.6,0.7732
643,140.75,76.095,7178.9,1.4777
643,134.66,91.287,6833.4,0.57425
643,141.71,93.436,7247.6,0.74758
643,159,98.912,5985.4,0.5814
643,192.85,137.67,6414.1,0.79842
643,140.73,98.788,7074.6,0.62437
643,136.02,110.15,6275.4,1.4659
643,191.74,59.397,6503.2,1.8189
643,190.53,136.95,7290.9,2.2021
644,140.33,63.893,13574,1.9042
644,114.15,74.863,26047,1.5094
644,146.48,107.86,12082,0.87903
644,166.17,115.5,17148,0.89175
644,163.29,135.23,11689,1.1037
644,134.25,157.62,9317.7,1.1667
644,175.41,164.97,18297,1.5682
644,157.55,56.512,7008.3,0.76179
644,140.38,76.362,9704.5,1.1898
644,140.35,85.901,8109.9,1.0619
644,141.96,93.758,8032.3,0.56996
644,195.41,98.862,9247.5,1.0464
644,189.12,102.61,12346,0.72776
644,113.13,107.91,11993,0.82016
644,126.5,121.14,22854,0.86796
644,127.68,127.41,15467,0.96255
644,163.38,127.3,11294,0.75423
644,129.21,139.89,14986,0.71178
644,136.21,139.82,9699.3,1.007
644,166.28,158.93,27196,0.648
644,120.04,160.86,11145,0.9941
644,130.4,170.39,18114,0.76504
644,119.63,184.91,22325,0.97012
644,84.626,48.694,8568.6,2.6335
644,119.23,83.705,7378.6,2.3519
644,173.19,93.803,8262.6,1.9657
644,118.1,127.11,8568.2,1.2709
644,191.48,136.93,9764.8,1.6551
644,97.627,142.38,14486,2.4246
644,182.54,41.912,5186.4,1.0756
644,164.57,72.902,5718.6,0.76337
644,144.37,146.69,11219,0.78749
644,153.01,160.14,6694.3,1.2017
644,185.04,160.82,6826,0.9929
644,112.9,166.91,6862,0.70432
644,150.79,171.6,6494.3,1.2136
644,167.78,120.71,7069.5,0.75657
644,140.34,146.72,9223,2.0124
644,166.49,157.53,8917.2,1.3748
644,151.59,88.302,7670,2.2775
644,120.09,96.683,7040.3,2.0128
644,140.43,100.66,11823,1.5282
644,187.94,112.19,7236.2,1.778
644,163.38,149.92,7556.3,1.8314
644,152.95,106.54,9137.2,2.7446
645,163.32,135.27,12499,0.89174
645,124.4,159.5,20403,1.0448
645,119.61,184.9,19054,0.75581
645,142.47,245.05,21031,1.1776
645,164.08,28.833,5895.8,0.81171
645,141.17,76.753,9534.7,1.2671
645,142.05,93.405,13320,0.82353
645,172.41,94.146,11522,0.91159
645,146.35,107.86,16111,0.90201
645,126.2,121.54,18016,1.0038
645,127.67,127.52,18646,0.85796
645,163.45,127.42,22087,0.74659
645,166.38,159.14,17130,0.80774
645,120.43,160.86,15245,0.6203
645,174.33,55.258,9024.4,2.2287
645,139.82,63.26,10295,1.7992
645,159,89.471,11299,1.8181
645,140.37,100.5,12953,2.087
645,110.12,103.51,8260.6,0.9466
645,153.27,105.79,10587,2.5834
645,188.46,111.36,16508,1.9217
645,166.23,116.04,13947,1.7782
645,144.99,144.87,12706,2.6161
645,161.18,98.985,6014.9,1.4431
645,172.15,109.49,9283.1,1.0484
645,189.06,102.84,20936,2.7023
645,157.74,57.19,6053.6,1.1505
645,119,86.549,8779.8,1.2798
645,198.56,85.661,8231.2,0.61471
645,189.46,136.47,5977.3,1.1483
645,175.8,163.52,8901,1.2346
645,150.84,170.96,10306,1.4657
645,162.24,90.464,7922.6,0.89653
645,167.05,120.11,7824.7,0.84063
645,143.77,45.701,7243.3,2.3014
645,146.81,57.311,8362.7,2.5046
645,196.81,97.851,10545,2.7713
645,102.23,145.37,8264.9,2.1581
646,172.53,94.593,8155.6,1.0513
646,134.32,133.92,13469,1.8995
646,144.57,146.37,11234,0.9907
646,124.65,159.6,17360,1.0754
646,142.59,245.07,32739,1.47
646,166.24,115.96,16933,2.0232
646,119.12,85.777,9102.6,1.0242
646,195.14,98.805,10047,0.86497
646,189.42,102.73,12142,0.8045
646,146.18,107.89,19544,0.99202
646,167,119.81,13217,1.1888
646,126.44,121.16,14585,1.0083
646,127.62,127.5,20552,0.83696
646,163.29,127.5,17963,0.83747
646,163.14,135.34,23091,0.88153
646,120.7,160.92,12208,0.76024
646,119.56,185.03,10853,0.90319
646,77.941,185.91,17735,0.87592
646,122.17,122.15,8710.4,0.68529
646,84.232,49.835,6078.5,1.6836
646,174.63,54.544,8438.5,1.5575
646,140.38,63.974,11641,1.9406
646,178.17,79.179,6330.8,1.4136
646,198.81,88.181,11106,2.891
646,159.06,89.482,10062,1.537
646,188.62,111.92,14474,2.166
646,132.65,156.35,11300,2.6226
646,176.04,163.43,7353.1,0.91613
646,140.44,100.86,18452,1.8868
646,153.03,105.48,9139.8,1.5739
646,141.96,92.989,7222.9,0.89934
646,216.09,63.519,5119,0.98237
646,169.93,72.28,5744.4,0.71316
646,46.678,102.35,5545.9,0.79318
646,78.047,113.32,5795,1.0133
646,124.65,133.73,10731,0.70431
646,163,143.94,7230.9,1.6207
646,151.49,140.54,7287,1.0417
646,91.999,158.11,7615.2,2.2553
646,112.15,167.48,10063,2.917
646,134.61,144.55,7300.2,1.4206
647,141.73,94.305,8496.2,1.2067
647,188.42,111.86,17857,1.9001
647,86.478,174.9,7727.8,1.342
647,78.539,185.45,12331,1.2444
647,142.4,245.22,32299,1.414
647,180.85,85.549,12911,0.70364
647,118.89,86.944,8921,1.1109
647,189.16,102.85,9886.7,0.88102
647,146.36,107.98,16920,0.96808
647,165.98,115.56,11715,0.57687
647,167.06,120.39,14414,0.77581
647,122.26,122.24,7877.3,0.56313
647,127.71,127.41,22705,1.1001
647,163.42,127.39,17076,0.75748
647,124.6,159.63,9880.2,0.87316
647,120.39,161.14,25774,0.84502
647,140.92,76.709,8870.9,1.8466
647,161.13,89.592,7093.6,1.517
647,140.14,100.46,15189,1.683
647,122.78,110.77,13066,2.478
647,143.83,146.48,9380.8,1.2237
647,134.1,157.59,7941.8,0.51599
647,150.53,171.38,9299.7,1.7961
647,11.693,139.67,7746.8,0.90153
647,175.86,54.196,5865.5,0.93722
647,82.381,105.84,6762.6,1.5642
647,70.249,162.92,7099.4,1.1809
647,145.66,163.03,6172.7,1.1627
647,113.16,167.35,6854.3,1.2238
647,120.06,185.09,5933.8,0.70537
647,195.73,99.221,7315.5,1.2894
647,140.98,148.78,6767.9,1.0512
647,82.175,184.4,9204.7,0.57008
647,142.91,46.916,7117.3,2.3207
647,140.99,62.296,15470,2.8286
647,134.59,134.55,7843.6,1.752
648,127.98,127.2,18909,1.3371
648,175.06,55.019,7088.9,1.7495
648,139.91,97.843,15967,1.9723
648,159.07,98.952,10513,1.1918
648,127.81,176.26,8163.5,1.1235
648,142.48,245.18,21104,1.5992
648,118.66,86.245,10515,0.9531
648,140.5,102.02,12846,0.80744
648,189.27,102.5,9552.1,0.74859
648,109.83,103.41,9322.7,0.9063
648,163.37,127.62,10971,0.65644
648,135.05,144.44,10387,1.3551
648,124.78,159.83,14815,0.92676
648,119.77,185.17,14767,0.70012
648,77.816,185.76,13217,0.81277
648,81.876,184.72,7261.8,0.9345
648,183.23,42.448,6373.6,1.6769
648,145.09,45.68,8765.1,2.4131
648,140.39,60.931,12563,1.5627
648,126.01,74.353,8853.1,1.9538
648,104.56,82.239,7525.6,1.4438
648,172.96,93.157,8213.9,1.4852
648,122.8,111,11098,2.3053
648,188.47,111.85,15874,2.0965
648,190.49,136.72,6246.1,0.92256
648,150.35,171.54,14624,2.4494
648,134.72,134.26,9510.3,1.5079
648,146.41,108.9,9312.4,0.67323
648,194.69,35.12,4913,0.93349
648,171.4,46.119,6591.3,0.98847
648,141.19,77.043,3704,0.32323
648,146.24,108.09,10809,0.46242
648,151.57,140.21,8686.1,0.64129
648,140.75,149.12,9165.9,1.334
648,185.04,160.54,8869.2,0.68228
648,109.36,179.55,6903.2,1.3528
648,222.46,218.2,5469.3,1.3213
648,194.91,99.413,8356.8,1.4488
648,175.46,128.69,8013.9,2.5099
649,183.4,41.888,7117.6,1.3637
649,84.038,49.408,8101.7,1.3895
649,123.01,70.286,10412,0.95404
649,195.09,99.638,10864,1.4782
649,188.91,102.41,7232.4,0.91792
649,128.01,127,25922,1.3465
649,163.72,127.52,16762,0.8511
649,142.42,245.12,27882,1.4817
649,139.74,60.616,12502,1.8648
649,160.44,98.606,6645.7,1.0977
649,130.06,61.941,9106.4,1.3503
649,181.18,85.598,10806,1.0483
649,110.18,103.71,9557,0.97913
649,139.28,106.75,8847.9,0.99243
649,146.1,108.47,9276.1,1.0542
649,166.13,115.5,11296,0.82937
649,97.801,131.2,11914,0.95461
649,129.34,139.9,19814,1.0983
649,150.19,139.82,8286.4,1.0893
649,125.04,159.93,10818,1.2073
649,164.37,172.41,7763.7,0.75742
649,108.71,180.14,25224,1.2762
649,144.38,46.82,7054.4,1.8927
649,118.68,85.974,8584.9,1.7525
649,199.61,87.49,8112.8,1.9364
649,159.16,88.802,7768.3,1.9275
649,139.78,98.965,9261.6,2.1636
649,169.17,101.52,9463.5,0.83458
649,187.78,111.54,17153,2.7611
649,134.05,156.93,12688,2.5729
649,184.98,160.33,7480.5,1.3474
649,149.99,172.53,9662,1.8675
649,126.25,53.005,6474.8,1.1677
649,157.47,57.465,6541.1,0.8742
649,104.27,82.654,7880.2,1.6642
649,190.46,90.365,8403.2,0.53116
649,129.58,175.83,7064.2,0.67641
649,82.149,184.91,5650.4,0.9071
649,141.88,93.191,4263.6,0.41023
649,125.66,74.061,9016.2,2.5832
650,159.04,89.572,12505,1.5985
650,139.1,107.08,11860,0.731
650,122.39,122.43,10399,0.86849
650,151.08,140.37,11209,1.2805
650,134.42,157.23,12185,1.3058
650,112.87,167.96,11622,1.9101
650,130,61.578,7985.9,1.004
650,122.76,70.118,18202,0.72965
650,181,85.354,9769.7,1.154
650,118.13,85.859,12151,1.2269
650,133.76,98.662,10378,0.88688
650,159.05,98.564,8071.3,0.69567
650,168.97,101.43,19050,0.91385
650,110.23,103.8,11245,0.80438
650,146.26,108.12,20140,0.98359
650,97.598,131.28,18982,1.0134
650,144.5,146.31,7931.7,0.79983
650,102.66,146.72,10456,0.86226
650,124.63,159.59,18623,1.1225
650,119.81,185.22,16616,0.90548
650,106.48,203.79,8402.2,1.1404
650,143.93,47.214,9911.4,1.9807
650,175.31,54.769,8553.5,1.8649
650,156.06,66.387,7334.4,1.1637
650,188.35,112.63,17473,2.0022
650,129.32,127.02,11515,1.574
650,189.96,136.65,7840.6,1.5041
650,128.99,175.65,9441.5,1.3606
650,106.92,167.93,8404.6,1.8616
650,82.768,105.7,12106,0.69126
650,84.578,47.785,6624.9,0.70246
650,142.13,93.42,10449,0.96843
650,189.16,102.59,15357,0.40328
650,162.97,127.1,7800.8,1.0597
650,157.68,56.665,5284.8,1.9667
650,194.78,98.894,7318,0.99952
650,138.9,101.98,7502.2,0.66647
650,154.49,105.33,6562.3,1.2233
650,103.75,128.96,9034.4,1.6519
650,151.39,87.276,10367,2.7904
651,107.36,90.964,14098,1.1423
651,180.96,86.068,14141,1.5864
651,82.551,106.03,8967.9,0.9992
651,129.1,175.56,9129.9,1.1202
651,157.61,57.212,6843.9,1.0519
651,118.21,86.416,9319.7,1.1139
651,133.91,98.973,9924.5,1.1917
651,195.35,98.783,8721.1,0.78695
651,168.63,101.14,14300,0.93036
651,189.26,102.45,10482,0.8491
651,154.65,105.16,10996,0.71269
651,146.33,107.95,26111,0.93121
651,108.76,116,9283.6,1.0953
651,167.05,120.07,16789,0.85937
651,162.99,127.17,8289.4,0.9952
651,97.991,130.99,25412,1.018
651,102.57,146.61,17155,0.60805
651,163.37,172.96,14554,0.96892
651,119.61,184.95,21002,0.86329
651,159.23,88.853,11710,1.7021
651,188.37,111.68,9458.5,1.7383
651,129.72,125.84,14378,2.1616
651,189.2,136.33,5549.3,0.92141
651,148.46,171.29,12983,2.64
651,140.18,102.19,8975.3,1.1176
651,138.99,107.06,8424.2,0.46495
651,142.59,93.246,7992.7,1.2508
651,110.43,103.46,6718.4,0.77954
651,161.61,91.116,6657.9,1.0969
651,104.49,112.62,6068.1,0.74984
651,112.53,185.59,6236.1,1.3014
651,126.74,52.528,6505.7,1.761
651,134.85,134.34,8122,1.9046
652,173.7,58.704,7091.2,0.93693
652,142.16,93.31,11614,1.1238
652,134.03,99.008,19467,1.9334
652,130.06,125.99,13064,1.3549
652,144.41,146.63,11264,0.8233
652,134.16,157.14,9548.3,1.0043
652,157.73,57.167,13030,0.89686
652,122.82,70.194,15293,0.66259
652,164.86,73.061,5705.7,0.58773
652,118.91,86.792,10649,0.90671
652,107.7,91.028,10267,0.98132
652,139.92,102.07,9194,1.091
652,110.44,103.63,13200,0.98552
652,155.23,104.95,7922.4,0.93975
652,82.276,105.7,8847.8,1.1552
652,146.21,108.03,26633,0.94682
652,109.02,116.48,9439.3,0.96257
652,167.14,120.18,11378,0.92963
652,122.06,122.09,7376.5,1.1451
652,163.42,127.26,9613.7,0.74899
652,98.007,130.21,39548,0.94147
652,93.039,139.47,14594,0.90625
652,102.57,146.71,15730,0.80754
652,163.38,172.78,9348.1,0.98266
652,189.22,102.22,8459.4,0.77552
652,188.63,112.24,10998,1.7351
652,206.5,121.54,10045,2.535
652,134.69,133.69,7625.8,1.5204
652,149.89,139.88,9956.8,1.0304
652,126.84,52.72,8716,0.75819
652,137.48,111.03,10349,0.77218
652,35.949,158.07,5969.1,1.0011
652,106.62,203.54,6084.8,0.78347
652,101.66,116.74,6254.1,1.2177
652,137.63,109.79,7718.5,0.99096
652,131.33,149.39,8970.9,2.5211
653,141.9,93.406,11390,0.92074
653,140.09,101.94,15284,0.90519
653,146.48,108.57,14679,1.2781
653,163.33,127.69,13809,0.75341
653,69.406,164.97,11935,1.0223
653,158.07,56.924,11041,0.96856
653,154.19,88.008,7944,1.1374
653,189.4,89.666,12659,0.8252
653,82.461,105.78,8943.1,0.9537
653,139.33,107.11,11215,0.84859
653,109.02,116.22,8200.8,0.88927
653,87.343,118.44,9792,0.67063
653,166.89,120.14,12021,0.7759
653,207.25,124.49,7695.3,0.92898
653,97.951,130.72,25479,1.0074
653,92.856,139.91,9742.1,1.0681
653,102.57,146.83,11690,0.74621
653,119.56,185.38,16225,0.6929
653,158.27,89.426,10780,0.72237
653,141.17,77.357,7785.9,1.9241
653,188.71,112.22,15961,2.0032
653,130.13,125.77,12614,2.0678
653,135.26,133.69,10144,1.714
653,132.49,161.15,11149,1.1364
653,149.67,172.51,14239,2.8272
653,214.92,63.665,5771.4,0.83526
653,122.55,70.25,6478.1,1.2842
653,122.16,122.47,6378.5,0.88874
653,128.78,131.78,7659.3,1.2546
653,123.37,185.98,7714.3,1.4106
653,153.37,74.174,9861.3,2.8646
653,162.57,126.79,9532.7,0.67805
653,188.7,136.42,6541.8,2.0834
653,125.42,175.06,7562,2.3307
654,158.95,89.524,13014,1.408
654,82.637,105.97,14689,1.0265
